StartDate,EndDate,q0001,q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,q0013,q0014,q0015,q0017,q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0022,q0024,q0025_0001,q0025_0002,q0025_0003,q0026,q0028,q0029,q0030,q0034,q0035,q0036,race2,racethn4,educ3,educ4,age3,kids,orientation
5/17/2018 6:15,5/17/2018 6:19,Very masculine,Somewhat important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),No,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,"Employed, working part-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,Some,No,No,Sometimes,NA,NA,NA,NA,NA,NA,NA,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Associate's degree,New Mexico,"$75,000-$99,999",Mountain,Android Phone / Tablet,White,White,Some college,Some college,35 - 64,Has children,Straight
5/17/2018 6:19,5/17/2018 6:27,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Rarely,Sometimes,"Never, and not open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Often,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,New York,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,White,White,Some college,Some college,65 and up,Has children,Straight
5/17/2018 6:19,5/17/2018 6:29,Somewhat masculine,Not too important,Father or father figure(s),Not selected,Other family members,Not selected,Friends,Not selected,No,Sometimes,Rarely,Sometimes,Sometimes,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Often,It?s the right thing to do,You make more money than your date,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Maine,Prefer not to answer,New England,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight
5/17/2018 6:29,5/17/2018 6:38,Very masculine,Very important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Not selected,Other (please specify),Yes,Often,Often,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Often,"Never, but open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Sometimes,NA,NA,NA,NA,NA,NA,NA,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Washington,"$100,000-$124,999",Pacific,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight
5/17/2018 6:37,5/17/2018 6:44,Very masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Sometimes,Rarely,Sometimes,Rarely,"Never, but open to it",Often,"Never, and not open to it",Often,Rarely,"Never, but open to it","Never, but open to it",Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Not selected,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,Some,Yes,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,North Carolina,"$100,000-$124,999",South Atlantic,Windows Desktop / Laptop,White,White,Some college,Some college,35 - 64,Has children,Straight
5/17/2018 6:39,5/17/2018 6:43,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,No,Rarely,Rarely,Sometimes,No answer,Rarely,Often,"Never, and not open to it",Rarely,Sometimes,No answer,Rarely,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Texas,"$125,000-$149,999",West South Central,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight
5/17/2018 6:41,5/17/2018 6:51,Very masculine,Very important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),No,Often,Often,Rarely,Rarely,Rarely,Often,"Never, and not open to it",Often,Often,Rarely,Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working part-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Confronted the accused person,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,NA,A lot,No,Yes,Always,It?s the right thing to do,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Divorced,Not selected,Not selected,No children,Straight,White,Post graduate degree,Massachusetts,"$125,000-$149,999",New England,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,No children,Straight
5/17/2018 6:47,5/17/2018 6:53,Somewhat masculine,Very important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,No,Often,Sometimes,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Men make more money,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,NA,Some,Yes,Yes,Often,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Illinois,"$100,000-$124,999",East North Central,iOS Phone / Tablet,White,White,College or more,College or more,35 - 64,Has children,Straight
5/17/2018 6:48,5/17/2018 6:52,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,Rarely,Often,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,No,Divorced,Not selected,Not selected,No children,Straight,White,College graduate,Utah,"$50,000-$74,999",Mountain,MacOS Desktop / Laptop,White,White,College or more,College or more,35 - 64,No children,Straight
5/17/2018 6:48,5/17/2018 6:53,Not very masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Not selected,Pop culture,Friends,Not selected,Yes,Often,Sometimes,Often,"Never, and not open to it",Rarely,Sometimes,Rarely,Rarely,Often,Rarely,Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Not selected,Not selected,Not selected,Not selected,Not employed-retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Often,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Bisexual,White,Post graduate degree,Idaho,"$50,000-$74,999",Mountain,MacOS Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Gay/Bisexual
